nom_commune;code_insee;latitude;longitude
Bray-Dunes;59107;51,083333;2.516667
Zuydcoote;59668;51,066667;2.5
Dunkerque;59183;51,050000;2.366667
Dunkerque;59183;51,050000;2.366667
Ghyvelde;59260;51,050000;2.533333
Fort-Mardyck;59248;51,033333;2.3
Saint-Pol-sur-Mer;59540;51,033333;2.35
Coudekerque-Branche;59155;51,033333;2.4
Leffrinckoucke;59340;51,033333;2.466667
Grande-Synthe;59271;51,016667;2.283333
Téteghem;59588;51,016667;2.433333
Uxem;59605;51,016667;2.483333
Les Moëres;59404;51,016667;2.55
Gravelines;59273;50,983333;2.125
Loon-Plage;59359;50,983333;2.216667
Armbouts-Cappel;59016;50,983333;2.35
Hondschoote;59309;50,983333;2.583333
Hoymille;59319;50,983333;2.45
Warhem;59641;50,983333;2.5
Oye-Plage;62645;50,983333;2.05
Craywick;59159;50,966667;2.233333
Saint-Georges-sur-l'Aa;59532;50,966667;2.166667
Bergues;59067;50,966667;2.433333
Bierne;59082;50,966667;2.416667
Killem;59326;50,966667;2.566667
Spycker;59576;50,966667;2.316667
Saint-Folquin;62748;50,966667;2.133333
Bourbourg;59094;50,950000;2.2
Brouckerque;59110;50,950000;2.283333
Steene;59579;50,950000;2.383333
Calais;62193;50,950000;1.833333
Calais;62193;50,950000;1.833333
Marck;62548;50,950000;1.95
Offekerque;62634;50,950000;2.016667
Crochte;59162;50,933333;2.383333
Pitgam;59463;50,933333;2.333333
Quaëdypre;59478;50,933333;2.466667
Rexpoëde;59499;50,933333;2.533333
Socx;59570;50,933333;2.416667
West-Cappel;59657;50,933333;2.5
Coquelles;62239;50,933333;1.8
Sangatte;62774;50,933333;1.75
Nouvelle-Eglise;62623;50,933333;2.05
Saint-Omer-Capelle;62766;50,933333;2.1
Vieille-Eglise;62852;50,933333;2.083333
Bissezeele;59083;50,916667;2.416667
Looberghe;59358;50,916667;2.266667
Oost-Cappel;59448;50,916667;2.6
Wylder;59665;50,916667;2.5
Escalles;62307;50,916667;1.716667
Fréthun;62360;50,916667;1.816667
Peuplingues;62654;50,916667;1.766667
Coulogne;62244;50,916667;1.883333
Guemps;62393;50,916667;2
Bambecque;59046;50,900000;2.55
Drincham;59182;50,900000;2.316667
Eringhem;59200;50,900000;2.35
Saint-Pierre-Brouck;59539;50,900000;2.183333
Nielles-lès-Calais;62615;50,900000;1.833333
Les Attaques;62043;50,900000;1.933333
Sainte-Marie-Kerque;62756;50,900000;2.133333
Esquelbecq;59210;50,883333;2.433333
Herzeele;59305;50,883333;2.533333
Houtkerque;59318;50,883333;2.6
Wormhout;59663;50,883333;2.466667
Bonningues-lès-Calais;62156;50,883333;1.783333
Hames-Boucres;62408;50,883333;1.85
Hervelinghen;62444;50,883333;1.716667
Saint-Tricat;62769;50,883333;1.833333
Wissant;62899;50,883333;1.666667
Audruicq;62057;50,883333;2.083333
Nortkerque;62621;50,883333;2.033333
Bollezeele;59089;50,866667;2.333333
Merckeghem;59397;50,866667;2.283333
Andres;62031;50,866667;1.916667
Audembert;62052;50,866667;1.7
Guînes;62397;50,866667;1.866667
Pihen-lès-Guînes;62657;50,866667;1.783333
Saint-Inglevert;62751;50,866667;1.733333
Tardinghen;62806;50,866667;1.633333
Balinghem;62078;50,866667;1.95
Ruminghem;62730;50,866667;2.15
Holque;59307;50,850000;2.2
Ledringhem;59338;50,850000;2.433333
Millam;59402;50,850000;2.25
Audinghen;62054;50,850000;1.6
Landrethun-le-Nord;62487;50,850000;1.783333
Leubringhen;62503;50,850000;1.716667
Ardres;62038;50,850000;1.983333
Brêmes;62174;50,850000;1.966667
Muncq-Nieurlet;62598;50,850000;2.116667
Polincove;62662;50,850000;2.1
Zutkerque;62906;50,850000;2.066667
Arnèke;59018;50,833333;2.416667
Broxeele;59111;50,833333;2.316667
Oudezeele;59453;50,833333;2.516667
Rubrouck;59516;50,833333;2.35
Volckerinckhove;59628;50,833333;2.3
Watten;59647;50,833333;2.216667
Winnezeele;59662;50,833333;2.55
Wulverdinghe;59664;50,833333;2.25
Zermezeele;59667;50,833333;2.45
Bazinghen;62089;50,833333;1.666667
Caffiers;62191;50,833333;1.8
Campagne-lès-Guines;62203;50,833333;1.9
Ferques;62329;50,833333;1.766667
Fiennes;62334;50,833333;1.833333
Leulinghen-Bernes;62505;50,833333;1.716667
Autingues;62059;50,833333;1.983333
Louches;62531;50,833333;2
Nielles-lès-Ardres;62614;50,833333;2.016667
Recques-sur-Hem;62699;50,833333;2.083333
Rodelinghem;62716;50,833333;1.933333
Hardifort;59282;50,816667;2.483333
Lederzeele;59337;50,816667;2.283333
Ochtezeele;59443;50,816667;2.4
Audresselles;62056;50,816667;1.583333
Bouquehault;62161;50,816667;1.9
Marquise;62560;50,816667;1.7
Landrethun-lès-Ardres;62488;50,816667;1.966667
Nordausques;62618;50,816667;2.083333
Zouafques;62904;50,816667;2.05
Boeschepe;59086;50,800000;2.7
Buysscheure;59119;50,800000;2.333333
Cassel;59135;50,800000;2.483333
Godewaersvelde;59262;50,800000;2.65
Noordpeene;59436;50,800000;2.4
Saint-Momelin;59538;50,800000;2.25
Steenvoorde;59580;50,800000;2.583333
Terdeghem;59587;50,800000;2.533333
Wemaers-Cappel;59655;50,800000;2.45
Zuytpeene;59669;50,800000;2.433333
Ambleteuse;62025;50,800000;1.6
Beuvrequen;62125;50,800000;1.666667
Hardinghen;62412;50,800000;1.816667
Hermelinghen;62439;50,800000;1.85
Rety;62705;50,800000;1.766667
Rinxent;62711;50,800000;1.733333
Bayenghem-lès-Eperlecques;62087;50,800000;2.116667
Clerques;62228;50,800000;2
Eperlecques;62297;50,800000;2.15
Nort-Leulinghem;62622;50,800000;2.1
Houlle;62458;50,800000;2.166667
Serques;62792;50,800000;2.2
Halluin;59279;50,783333;3.133333
Bavinchove;59054;50,783333;2.466667
Eecke;59189;50,783333;2.6
Nieurlet;59433;50,783333;2.283333
Oxelaëre;59454;50,783333;2.483333
Sainte-Marie-Cappel;59536;50,783333;2.516667
Berthen;59073;50,783333;2.7
Alembon;62020;50,783333;1.883333
Licques;62506;50,783333;1.933333
Offrethun;62636;50,783333;1.683333
Sanghen;62775;50,783333;1.9
Wacquinghen;62867;50,783333;1.666667
Wierre-Effroy;62889;50,783333;1.733333
Audrehem;62055;50,783333;1.983333
Bonningues-lès-Ardres;62155;50,783333;2.016667
Moulle;62595;50,783333;2.183333
Comines;59152;50,766667;3.016667
Wervicq-Sud;59656;50,766667;3.05
Bousbecque;59098;50,766667;3.083333
Saint-Sylvestre-Cappel;59546;50,766667;2.55
Hondeghem;59308;50,766667;2.516667
Saint-Jans-Cappel;59535;50,766667;2.716667
Boursin;62167;50,766667;1.833333
Herbinghen;62432;50,766667;1.916667
Hocquinghen;62455;50,766667;1.933333
Maninghen-Henne;62546;50,766667;1.666667
Pittefaux;62658;50,766667;1.683333
Wimereux;62893;50,766667;1.616667
Wimille;62894;50,766667;1.633333
Clairmarais;62225;50,766667;2.3
Moringhem;62592;50,766667;2.133333
Salperwick;62772;50,766667;2.233333
Tilques;62819;50,766667;2.2
Neuville-en-Ferrain;59426;50,750000;3.15
Roncq;59508;50,750000;3.116667
Caëstre;59120;50,750000;2.6
Flêtre;59237;50,750000;2.65
Staple;59577;50,750000;2.45
Alquines;62024;50,750000;2
Bainghen;62076;50,750000;1.9
Belle-et-Houllefort;62105;50,750000;1.75
Boisdinghem;62149;50,750000;2.1
Colembert;62230;50,750000;1.833333
Le Wast;62880;50,750000;1.8
Nabringhen;62599;50,750000;1.866667
Quercamps;62675;50,750000;2.05
Zudausques;62905;50,750000;2.15
Conteville-lès-Boulogne;62237;50,750000;1.733333
Pernes-lès-Boulogne;62653;50,750000;1.7
Journy;62478;50,750000;1.983333
Rebergues;62692;50,750000;1.966667
Saint-Martin-au-Laërt;62757;50,750000;2.233333
Saint-Omer;62765;50,750000;2.25
Tatinghem;62807;50,750000;2.2
Deûlémont;59173;50,733333;2.95
Linselles;59352;50,733333;3.083333
Bailleul;59043;50,733333;2.733333
Borre;59091;50,733333;2.583333
Ebblinghem;59184;50,733333;2.4
Méteren;59401;50,733333;2.7
Pradelles;59469;50,733333;2.6
Renescure;59497;50,733333;2.366667
Wallon-Cappel;59634;50,733333;2.483333
Alincthun;62022;50,733333;1.8
Bellebrune;62104;50,733333;1.783333
Bouvelinghem;62169;50,733333;2.033333
Escoeuilles;62308;50,733333;1.933333
Leulinghem;62504;50,733333;2.166667
Longueville;62526;50,733333;1.883333
Quelmes;62674;50,733333;2.133333
Surques;62803;50,733333;1.916667
La Capelle-lès-Boulogne;62908;50,733333;1.7
Arques;62040;50,733333;2.283333
Longuenesse;62525;50,733333;2.233333
Quesnoy-sur-Deûle;59482;50,716667;3
Tourcoing;59599;50,716667;3.15
Tourcoing;59599;50,716667;3.15
Frelinghien;59252;50,716667;2.933333
Hazebrouck;59295;50,716667;2.533333
Lynde;59366;50,716667;2.416667
Merris;59399;50,716667;2.666667
Strazeele;59582;50,716667;2.633333
Brunembert;62179;50,716667;1.9
Hallines;62403;50,716667;2.216667
Henneveux;62429;50,716667;1.85
Setques;62794;50,716667;2.15
Wisques;62898;50,716667;2.2
Baincthun;62075;50,716667;1.683333
Boulogne-sur-Mer;62160;50,716667;1.616667
Saint-Martin-Boulogne;62758;50,716667;1.633333
Boulogne-sur-Mer;62160;50,716667;1.616667
Blendecques;62139;50,716667;2.266667
Campagne-lès-Wardrecques;62205;50,716667;2.333333
Wardrecques;62875;50,716667;2.35
Wizernes;62902;50,716667;2.233333
Roubaix;59512;50,700000;3.166667
Wattrelos;59650;50,700000;3.216667
Roubaix;59512;50,700000;3.166667
Wattrelos;59650;50,700000;3.216667
Bondues;59090;50,700000;3.1
Mouvaux;59421;50,700000;3.133333
Houplines;59317;50,700000;2.916667
Blaringhem;59084;50,700000;2.4
Morbecque;59416;50,700000;2.516667
Nieppe;59431;50,700000;2.833333
Sercus;59568;50,700000;2.45
Steenwerck;59581;50,700000;2.783333
Vieux-Berquin;59615;50,700000;2.633333
Bayenghem-lès-Seninghem;62088;50,700000;2.083333
Bournonville;62165;50,700000;1.85
Coulomby;62245;50,700000;2
Crémarest;62255;50,700000;1.783333
Esquerdes;62309;50,700000;2.183333
Lumbres;62534;50,700000;2.133333
Quesques;62678;50,700000;1.933333
Selles;62786;50,700000;1.9
Seninghem;62788;50,700000;2.033333
Echinghen;62281;50,700000;1.65
Le Portel;62667;50,700000;1.566667
Outreau;62643;50,700000;1.583333
Helfaut;62423;50,700000;2.25
Heuringhem;62452;50,700000;2.283333
Racquinghem;62684;50,700000;2.366667
Villeneuve-d'Ascq;59009;50,683333;3.141667
Verlinghem;59611;50,683333;3
Wambrechies;59636;50,683333;3.05
Leers;59339;50,683333;3.25
Armentières;59017;50,683333;2.883333
Erquinghem-Lys;59202;50,683333;2.85
La Chapelle-d'Armentières;59143;50,683333;2.9
Le Doulieu;59180;50,683333;2.716667
Affringues;62010;50,683333;2.066667
Elnes;62292;50,683333;2.133333
Lottinghen;62530;50,683333;1.933333
Menneville;62566;50,683333;1.866667
Pihem;62656;50,683333;2.216667
Vieil-Moutier;62853;50,683333;1.916667
Wavrans-sur-l'Aa;62882;50,683333;2.133333
Wirwignes;62896;50,683333;1.766667
Equihen-Plage;62300;50,683333;1.566667
Saint-Léonard;62755;50,683333;1.616667
Quiestède;62681;50,683333;2.333333
Lompret;59356;50,666667;3
Pérenchies;59457;50,666667;2.966667
Lannoy;59332;50,666667;3.216667
Toufflers;59598;50,666667;3.233333
Croix;59163;50,666667;3.15
Wasquehal;59646;50,666667;3.15
Marcq-en-Baroeul;59378;50,666667;3.083333
Boëseghem;59087;50,666667;2.45
Steenbecque;59578;50,666667;2.483333
Bléquin;62140;50,666667;1.983333
Desvres;62268;50,666667;1.833333
Nielles-lès-Bléquin;62613;50,666667;2.016667
Remilly-Wirquin;62702;50,666667;2.166667
Saint-Martin-Choquel;62759;50,666667;1.883333
Vaudringhem;62837;50,666667;2.033333
Hesdin-l'Abbé;62448;50,666667;1.683333
Isques;62474;50,666667;1.65
Questrecques;62679;50,666667;1.75
Saint-Etienne-au-Mont;62746;50,666667;1.616667
Ecques;62288;50,666667;2.283333
Inghem;62471;50,666667;2.25
Roquetoire;62721;50,666667;2.35
Wittes;62901;50,666667;2.4
La Madeleine;59368;50,650000;3.066667
Lambersart;59328;50,650000;3.033333
Hem;59299;50,650000;3.2
Bois-Grenier;59088;50,650000;2.883333
Capinghem;59128;50,650000;2.966667
Prémesques;59470;50,650000;2.95
Neuf-Berquin;59423;50,650000;2.666667
Thiennes;59590;50,650000;2.466667
Cléty;62229;50,650000;2.183333
Courset;62251;50,650000;1.833333
Ledinghem;62495;50,650000;1.983333
Longfossé;62524;50,650000;1.8
Ouve-Wirquin;62644;50,650000;2.133333
Senlecques;62789;50,650000;1.933333
Wismes;62897;50,650000;2.066667
Carly;62214;50,650000;1.7
Condette;62235;50,650000;1.65
Hesdigneul-lès-Boulogne;62446;50,650000;1.666667
Wierre-au-Bois;62888;50,650000;1.766667
Clarques;62226;50,650000;2.283333
Herbelles;62431;50,650000;2.216667
Rebecques;62691;50,650000;2.3
Fleurbaix;62338;50,650000;2.833333
Sailly-sur-la-Lys;62736;50,650000;2.766667
Lille;59350;50,633333;3.066667
Lille;59350;50,633333;3.066667
Lille;59350;50,633333;3.066667
Lille;59350;50,633333;3.066667
Forest-sur-Marque;59247;50,633333;3.183333
Willems;59660;50,633333;3.233333
Englos;59195;50,633333;2.966667
Ennetières-en-Weppes;59196;50,633333;2.95
Lille;59350;50,633333;3.066667
Estaires;59212;50,633333;2.716667
Haverskerque;59293;50,633333;2.533333
La Gorgue;59268;50,633333;2.7
Merville;59400;50,633333;2.633333
Bécourt;62102;50,633333;1.916667
Dohem;62271;50,633333;2.183333
Samer;62773;50,633333;1.75
Verlincthun;62845;50,633333;1.683333
Aire-sur-la-Lys;62014;50,633333;2.4
Avroult;62067;50,633333;2.15
Mametz;62543;50,633333;2.333333
Thérouanne;62811;50,633333;2.25
Laventie;62491;50,633333;2.766667
Lezennes;59346;50,616667;3.116667
Loos;59360;50,616667;3.016667
Chéreng;59146;50,616667;3.216667
Erquinghem-le-Sec;59201;50,616667;2.933333
Escobecques;59208;50,616667;2.933333
Le Maisnil;59371;50,616667;2.883333
Radinghem-en-Weppes;59487;50,616667;2.916667
Sequedin;59566;50,616667;2.983333
Campagne-lès-Boulonnais;62202;50,616667;1.983333
Delettes;62265;50,616667;2.2
Zoteux;62903;50,616667;1.883333
Doudeauville;62273;50,616667;1.833333
Nesles;62603;50,616667;1.65
Neufchâtel-Hardelot;62604;50,616667;1.633333
Tingry;62821;50,616667;1.733333
Merck-Saint-Liévin;62569;50,616667;2.116667
Thiembronne;62812;50,616667;2.05
Blessy;62141;50,616667;2.333333
Calonne-sur-la-Lys;62195;50,616667;2.616667
Guarbecque;62391;50,616667;2.483333
Isbergues;62473;50,616667;2.45
Lambres;62486;50,616667;2.4
Saint-Floris;62747;50,616667;2.566667
Saint-Venant;62770;50,616667;2.55
Witternesse;62900;50,616667;2.366667
Lestrem;62502;50,616667;2.683333
Ronchin;59507;50,600000;3.1
Emmerin;59193;50,600000;3
Haubourdin;59286;50,600000;2.983333
Santes;59553;50,600000;2.95
Anstaing;59013;50,600000;3.2
Baisieux;59044;50,600000;3.25
Gruson;59275;50,600000;3.216667
Tressin;59602;50,600000;3.2
Aubers;59025;50,600000;2.833333
Beaucamps-Ligny;59056;50,600000;2.916667
Fromelles;59257;50,600000;2.85
Bezinghem;62127;50,600000;1.816667
Bourthes;62168;50,600000;1.933333
Halinghen;62402;50,600000;1.7
Lacres;62483;50,600000;1.75
Coyecques;62254;50,600000;2.183333
Fauquembergues;62325;50,600000;2.083333
Saint-Martin-d'Hardinghem;62760;50,600000;2.1
Liettres;62509;50,600000;2.35
Linghem;62517;50,600000;2.366667
Mazinghem;62564;50,600000;2.4
Quernes;62676;50,600000;2.366667
Robecq;62713;50,600000;2.566667
Rombly;62720;50,600000;2.383333
Faches-Thumesnil;59220;50,583333;3.066667
Lesquin;59343;50,583333;3.116667
Noyelles-lès-Seclin;59437;50,583333;3.016667
Wattignies;59648;50,583333;3.05
Bouvines;59106;50,583333;3.183333
Camphin-en-Pévèle;59124;50,583333;3.25
Sainghin-en-Mélantois;59523;50,583333;3.166667
Fournes-en-Weppes;59250;50,583333;2.883333
Aix-en-Ergny;62017;50,583333;2
Ergny;62302;50,583333;1.983333
Parenty;62648;50,583333;1.8
Rumilly;62729;50,583333;2.016667
Hubersent;62460;50,583333;1.733333
Widehem;62887;50,583333;1.666667
Dannes;62264;50,583333;1.6
Enquin-les-Mines;62295;50,583333;2.283333
Erny-Saint-Julien;62304;50,583333;2.25
Renty;62704;50,583333;2.066667
Busnes;62190;50,583333;2.516667
Estrée-Blanche;62313;50,583333;2.316667
Ham-en-Artois;62407;50,583333;2.466667
La Couture;62252;50,583333;2.716667
Norrent-Fontes;62620;50,583333;2.4
Vieille-Chapelle;62851;50,583333;2.7
Neuve-Chapelle;62606;50,583333;2.783333
Houplin-Ancoisne;59316;50,566667;3
Templemars;59585;50,566667;3.05
Vendeville;59609;50,566667;3.066667
Wavrin;59653;50,566667;2.916667
Bourghelles;59096;50,566667;3.25
Cysoing;59168;50,566667;3.216667
Péronne-en-Mélantois;59458;50,566667;3.166667
Wannehain;59638;50,566667;3.266667
Herlies;59303;50,566667;2.85
Illies;59320;50,566667;2.833333
Wicres;59658;50,566667;2.866667
Enquin-sur-Baillons;62296;50,566667;1.833333
Hucqueliers;62463;50,566667;1.9
Preures;62670;50,566667;1.866667
Verchocq;62844;50,566667;2.033333
Vincly;62862;50,566667;2.166667
Wicquinghem;62886;50,566667;1.966667
Camiers;62201;50,566667;1.616667
Cormont;62241;50,566667;1.733333
Frencq;62354;50,566667;1.7
Bomy;62153;50,566667;2.233333
Dennebroeucq;62267;50,566667;2.15
Reclinghem;62696;50,566667;2.183333
Bourecq;62162;50,566667;2.433333
Gonnehem;62376;50,566667;2.566667
Hinges;62454;50,566667;2.616667
Lillers;62516;50,566667;2.483333
Locon;62520;50,566667;2.666667
Rely;62701;50,566667;2.366667
Saint-Hilaire-Cottes;62750;50,566667;2.416667
Ecquedecques;62286;50,566667;2.45
Lespesses;62500;50,566667;2.416667
Lorgies;62529;50,566667;2.783333
Don;59670;50,550000;2.916667
Gondecourt;59266;50,550000;2.983333
Herrin;59304;50,550000;2.966667
Seclin;59560;50,550000;3.033333
Bachy;59042;50,550000;3.266667
Cobrieux;59150;50,550000;3.233333
Fretin;59256;50,550000;3.133333
Louvil;59364;50,550000;3.2
Marquillies;59388;50,550000;2.866667
Sainghin-en-Weppes;59524;50,550000;2.9
Avesnes;62062;50,550000;1.966667
Beussent;62123;50,550000;1.8
Bimont;62134;50,550000;1.9
Herly;62437;50,550000;1.983333
Matringhem;62562;50,550000;2.166667
Mencas;62565;50,550000;2.133333
Radinghem;62685;50,550000;2.133333
Bernieulles;62116;50,550000;1.766667
Lefaux;62496;50,550000;1.65
Longvilliers;62527;50,550000;1.716667
Fléchin;62336;50,550000;2.283333
Auchy-au-Bois;62049;50,550000;2.366667
Essars;62310;50,550000;2.666667
Ligny-lès-Aire;62512;50,550000;2.35
Oblinghem;62632;50,550000;2.6
Westrehem;62885;50,550000;2.35
Ames;62028;50,550000;2.416667
Lières;62508;50,550000;2.416667
Festubert;62330;50,550000;2.733333
Allennes-les-Marais;59005;50,533333;2.95
Annoeullin;59011;50,533333;2.933333
Chemy;59145;50,533333;2.983333
Avelin;59034;50,533333;3.083333
Ennevelin;59197;50,533333;3.133333
Genech;59258;50,533333;3.216667
Templeuve;59586;50,533333;3.166667
Hantay;59281;50,533333;2.866667
La Bassée;59051;50,533333;2.8
Salomé;59550;50,533333;2.833333
Clenleu;62227;50,533333;1.883333
Coupelle-Vieille;62247;50,533333;2.1
Fontaine-lès-Hermans;62344;50,533333;2.35
Hézecques;62453;50,533333;2.183333
Maninghem;62545;50,533333;1.95
Nédon;62600;50,533333;2.366667
Quilen;62682;50,533333;1.933333
Senlis;62790;50,533333;2.15
Inxent;62472;50,533333;1.783333
Maresville;62554;50,533333;1.733333
Beaumetz-lès-Aire;62095;50,533333;2.233333
Febvin-Palfart;62327;50,533333;2.316667
Laires;62485;50,533333;2.25
Allouagne;62023;50,533333;2.5
Annezin;62035;50,533333;2.616667
Béthune;62119;50,533333;2.633333
Chocques;62224;50,533333;2.566667
Vendin-lès-Béthune;62841;50,533333;2.616667
Amettes;62029;50,533333;2.4
Burbure;62188;50,533333;2.466667
Violaines;62863;50,533333;2.783333
Bauvin;59052;50,516667;2.883333
Camphin-en-Carembault;59123;50,516667;2.983333
Carnin;59133;50,516667;2.966667
Provin;59477;50,516667;2.916667
Attiches;59022;50,516667;3.05
Cappelle-en-Pévèle;59129;50,516667;3.166667
Mouchin;59419;50,516667;3.283333
Phalempin;59462;50,516667;3.016667
Pont-à-Marcq;59466;50,516667;3.116667
Alette;62021;50,516667;1.816667
Aumerval;62058;50,516667;2.4
Bailleul-lès-Pernes;62071;50,516667;2.383333
Fruges;62364;50,516667;2.133333
Lugy;62533;50,516667;2.183333
Nédonchel;62601;50,516667;2.366667
Saint-Michel-sous-Bois;62762;50,516667;1.933333
Bréxent-Enocq;62176;50,516667;1.733333
Etaples;62318;50,516667;1.65
Le Touquet-Paris-Plage;62826;50,516667;1.583333
Montcavrel;62585;50,516667;1.8
Recques-sur-Course;62698;50,516667;1.783333
Tubersent;62832;50,516667;1.7
Fouquereuil;62349;50,516667;2.6
Fouquières-lès-Béthune;62350;50,516667;2.616667
Labeuvrière;62479;50,516667;2.566667
Lapugnoy;62489;50,516667;2.533333
Ferfay;62328;50,516667;2.416667
Gosnay;62377;50,516667;2.583333
Lozinghem;62532;50,516667;2.5
Auchy-les-Mines;62051;50,516667;2.783333
Beuvry;62126;50,516667;2.683333
Billy-Berclau;62132;50,516667;2.866667
Cuinchy;62262;50,516667;2.75
Douvrin;62276;50,516667;2.833333
Haisnes;62401;50,516667;2.8
La Neuville;59427;50,500000;3.05
Mérignies;59398;50,500000;3.116667
Nomain;59435;50,500000;3.25
Tourmignies;59600;50,500000;3.083333
Maulde;59393;50,500000;3.433333
Mortagne-du-Nord;59418;50,500000;3.45
Coupelle-Neuve;62246;50,500000;2.116667
Fiefs;62333;50,500000;2.316667
Floringhem;62340;50,500000;2.433333
Fontaine-lès-Boulans;62342;50,500000;2.266667
Humbert;62466;50,500000;1.9
Lisbourg;62519;50,500000;2.216667
Prédefin;62668;50,500000;2.25
Rimboval;62710;50,500000;1.983333
Estrée;62312;50,500000;1.783333
Estréelles;62315;50,500000;1.783333
Verquin;62848;50,500000;2.633333
Auchel;62048;50,500000;2.466667
Cauchy-à-la-Tour;62217;50,500000;2.45
Hesdigneul-lès-Béthune;62445;50,500000;2.6
Marles-les-Mines;62555;50,500000;2.516667
Vaudricourt;62836;50,500000;2.633333
Annequin;62034;50,500000;2.716667
Cambrin;62200;50,500000;2.733333
Labourse;62480;50,500000;2.7
Meurchin;62573;50,500000;2.883333
Sailly-Labourse;62735;50,500000;2.7
Aix;59004;50,483333;3.283333
Auchy-lez-Orchies;59029;50,483333;3.2
Bersée;59071;50,483333;3.15
Landas;59330;50,483333;3.3
Saméon;59551;50,483333;3.333333
Thumeries;59592;50,483333;3.05
Wahagnies;59630;50,483333;3.033333
Château-l'Abbaye;59144;50,483333;3.466667
Rumegies;59519;50,483333;3.35
Vieux-Condé;59616;50,483333;3.333333
Avondance;62066;50,483333;2.1
Canlers;62209;50,483333;2.15
Crépy;62256;50,483333;2.2
Créquy;62257;50,483333;2.05
Embry;62293;50,483333;1.966667
Pernes;62652;50,483333;2.416667
Pressy;62669;50,483333;2.4
Ruisseauville;62726;50,483333;2.116667
Sachin;62732;50,483333;2.383333
Sains-lès-Pernes;62740;50,483333;2.35
Torcy;62823;50,483333;2.016667
Verchin;62843;50,483333;2.183333
Aix-en-Issart;62018;50,483333;1.85
Attin;62044;50,483333;1.75
Beutin;62124;50,483333;1.716667
Cucq;62261;50,483333;1.616667
La Calotterie;62196;50,483333;1.716667
Sempy;62787;50,483333;1.866667
Calonne-Ricouart;62194;50,483333;2.483333
Camblain-Châtelain;62197;50,483333;2.466667
Houchin;62456;50,483333;2.616667
Bénifontaine;62107;50,483333;2.833333
Carvin;62215;50,483333;2.966667
Hulluch;62464;50,483333;2.816667
Libercourt;62907;50,483333;3.016667
Noeux-les-Mines;62617;50,483333;2.666667
Noyelles-lès-Vermelles;62626;50,483333;2.716667
Vermelles;62846;50,483333;2.733333
Wingles;62895;50,483333;2.85
Faumont;59222;50,466667;3.133333
Orchies;59449;50,466667;3.233333
Bruille-Saint-Amand;59114;50,466667;3.5
Hergnies;59301;50,466667;3.516667
Lecelles;59335;50,466667;3.4
Thun-Saint-Amand;59594;50,466667;3.45
Ambricourt;62026;50,466667;2.183333
Azincourt;62069;50,466667;2.133333
Bergueneuse;62109;50,466667;2.25
Boyaval;62171;50,466667;2.3
Equirre;62301;50,466667;2.233333
Heuchin;62451;50,466667;2.266667
Lebiez;62492;50,466667;1.983333
Marest;62553;50,466667;2.416667
Planques;62659;50,466667;2.083333
Royon;62725;50,466667;2
Sains-lès-Fressin;62738;50,466667;2.05
Tangry;62805;50,466667;2.35
Tramecourt;62828;50,466667;2.15
Boubers-lès-Hesmond;62157;50,466667;1.95
Marant;62547;50,466667;1.833333
Neuville-sous-Montreuil;62610;50,466667;1.766667
Saint-Denoeux;62745;50,466667;1.9
Saint-Josse;62752;50,466667;1.666667
Sorrus;62799;50,466667;1.716667
Divion;62270;50,466667;2.5
Haillicourt;62400;50,466667;2.583333
Ruitz;62727;50,466667;2.583333
Vendin-le-Vieil;62842;50,466667;2.866667
Mazingarbe;62563;50,466667;2.7
Annay;62033;50,466667;2.883333
Estevelles;62311;50,466667;2.916667
Pont-à-Vendin;62666;50,466667;2.883333
Oignies;62637;50,466667;2.983333
Saint-Aubin;62742;50,458333;1.666667
Coutiches;59158;50,450000;3.2
Moncheaux;59408;50,450000;3.083333
Ostricourt;59452;50,450000;3.033333
Odomez;59444;50,450000;3.55
Rosult;59511;50,450000;3.35
Sars-et-Rosières;59554;50,450000;3.333333
Condé-sur-l'Escaut;59153;50,450000;3.583333
Saint-Aybert;59530;50,450000;3.65
Anvin;62036;50,450000;2.25
Bours;62166;50,450000;2.416667
Eps;62299;50,450000;2.3
Fressin;62359;50,450000;2.05
Hestrus;62450;50,450000;2.333333
Teneur;62808;50,450000;2.216667
Tilly-Capelle;62818;50,450000;2.2
Beaumerie-Saint-Martin;62094;50,450000;1.8
Brimeux;62177;50,450000;1.833333
Campigneulles-les-Petites;62207;50,450000;1.733333
Ecuires;62289;50,450000;1.766667
Hesmond;62449;50,450000;1.95
Marenla;62551;50,450000;1.866667
Marles-sur-Canche;62556;50,450000;1.833333
Merlimont;62571;50,450000;1.616667
Offin;62635;50,450000;1.95
Barlin;62083;50,450000;2.616667
Beugin;62120;50,450000;2.516667
Houdain;62457;50,450000;2.533333
Maisnil-lès-Ruitz;62540;50,450000;2.583333
Ourton;62642;50,450000;2.483333
Grenay;62386;50,450000;2.733333
Hersin-Coupigny;62443;50,450000;2.65
Sains-en-Gohelle;62737;50,450000;2.683333
Harnes;62413;50,450000;2.9
Loos-en-Gohelle;62528;50,450000;2.783333
Courrières;62250;50,450000;2.933333
Maisoncelle;62541;50,441667;2.141667
Bouvignies;59105;50,433333;3.25
Raimbeaucourt;59489;50,433333;3.083333
Tilloy-lez-Marchiennes;59596;50,433333;3.316667
Bousignies;59100;50,433333;3.35
Brillon;59109;50,433333;3.333333
Fresnes-sur-Escaut;59253;50,433333;3.583333
Millonfosse;59403;50,433333;3.4
