nom_commune;code_insee;latitude;longitude
Saint-Michel-sur-Meurthe;88428;48,316667;6.9
Avillers;88023;48,316667;6.216667
Baudricourt;88039;48,316667;6.05
Biécourt;88058;48,316667;5.95
Certilleux;88083;48,316667;5.733333
Domvallier;88155;48,316667;6.083333
Gironcourt-sur-Vraine;88206;48,316667;5.933333
Liffol-le-Grand;88270;48,316667;5.583333
Mazirot;88295;48,316667;6.15
Ménil-en-Xaintois;88299;48,316667;5.966667
Morelmaison;88312;48,316667;5.916667
Poussay;88357;48,316667;6.116667
Ramecourt;88368;48,316667;6.1
Rapey;88374;48,316667;6.25
Rouvres-en-Xaintois;88400;48,316667;6.033333
Rouvres-la-Chétive;88401;48,316667;5.783333
Varmonzey;88493;48,316667;6.283333
Chaumont;89093;48,316667;3.1
Serbonnes;89390;48,316667;3.2
Villeblevin;89449;48,316667;3.083333
Angerville;91016;48,316667;2
Blandy;91067;48,316667;2.258333
Brouy;91112;48,316667;2.266667
Méréville;91390;48,316667;2.083333
Amance;10005;48,300000;4.516667
Eclance;10135;48,300000;4.633333
Géraudot;10165;48,300000;4.316667
Jessains;10178;48,300000;4.583333
Lévigny;10194;48,300000;4.7
Saint-Parres-aux-Tertres;10357;48,300000;4.116667
Thors;10378;48,300000;4.816667
Trannes;10384;48,300000;4.583333
Troyes;10387;48,300000;4.083333
Laubressel;10190;48,300000;4.216667
Troyes;10387;48,300000;4.083333
Les Noës-près-Troyes;10265;48,300000;4.033333
Macey;10211;48,300000;3.916667
Mesnil-Saint-Loup;10237;48,300000;3.766667
Montgueux;10248;48,300000;3.966667
Pouy-sur-Vannes;10301;48,300000;3.583333
Sainte-Savine;10362;48,300000;4.05
Troyes;10387;48,300000;4.083333
Guitté;22071;48,300000;-2.1
Plouasne;22208;48,300000;-2
Collinée;22046;48,300000;-2.516667
Gausson;22060;48,300000;-2.75
Saint-Martin-des-Prés;22313;48,300000;-2.95
Treffrin;22351;48,300000;-3.516667
Fresnay-le-Comte;28162;48,300000;1.483333
Blandainville;28041;48,300000;1.3
Chassant;28086;48,300000;1.066667
Ermenonville-la-Petite;28142;48,300000;1.35
La Gaudaine;28175;48,300000;0.933333
Luplanté;28222;48,300000;1.4
Boncé;28049;48,300000;1.5
Intréville;28197;48,300000;1.933333
Levesville-la-Chenard;28210;48,300000;1.833333
Mérouville;28243;48,300000;1.9
Moutiers;28274;48,300000;1.783333
Brasparts;29016;48,300000;-3.95
Landévennec;29104;48,300000;-4.266667
Lannédern;29115;48,300000;-3.9
Le Faou;29053;48,300000;-4.183333
Plounévézel;29205;48,300000;-3.6
Andouillé-Neuville;35003;48,300000;-1.583333
Aubigné;35007;48,300000;-1.633333
Gahard;35118;48,300000;-1.516667
Guipel;35128;48,300000;-1.716667
Hédé;35130;48,300000;-1.8
Longaulnay;35156;48,300000;-1.933333
Montreuil-sur-Ille;35195;48,300000;-1.666667
Bécherel;35022;48,300000;-1.95
Saint-Brieuc-des-Iffs;35258;48,300000;-1.85
La Selle-en-Luitré;35324;48,300000;-1.133333
Mézières-sur-Couesnon;35178;48,300000;-1.45
Saint-Marc-sur-Couesnon;35293;48,300000;-1.366667
Vendel;35348;48,300000;-1.316667
Mainvilliers;45190;48,300000;2.283333
Malesherbes;45191;48,300000;2.416667
Nangeville;45221;48,300000;2.316667
Sermaises;45310;48,300000;2.2
Daillancourt;52160;48,300000;4.95
Froncles;52211;48,300000;5.15
Guindrecourt-sur-Blaise;52232;48,300000;4.966667
Lafauche;52256;48,300000;5.5
Liffol-le-Petit;52289;48,300000;5.533333
Orquevaux;52369;48,300000;5.4
Reynel;52420;48,300000;5.333333
Champgenéteux;53053;48,300000;-0.366667
Saint-Aubin-du-Désert;53198;48,300000;-0.2
Aron;53008;48,300000;-0.55
Ernée;53096;48,300000;-0.933333
Marcillé-la-Ville;53144;48,300000;-0.5
Mayenne;53147;48,300000;-0.616667
Vautorte;53269;48,300000;-0.833333
Gémages;61185;48,300000;0.616667
Dieffenthal;67094;48,300000;7.416667
Ebersheim;67115;48,300000;7.5
Ebersmunster;67116;48,300000;7.516667
Friesenheim;67146;48,300000;7.666667
Neubois;67317;48,300000;7.333333
Coulombiers;72097;48,300000;0.133333
Grandchamp;72142;48,300000;0.183333
Saint-Georges-le-Gaultier;72282;48,300000;-0.1
Saint-Ouen-de-Mimbré;72305;48,300000;0.05
Saint-Pierre-des-Ormes;72313;48,300000;0.416667
Saint-Rémy-des-Monts;72316;48,300000;0.4
Saint-Vincent-des-Prés;72324;48,300000;0.383333
Montcourt-Fromonville;77302;48,300000;2.7
Villemer;77506;48,300000;2.833333
Autrey;88021;48,300000;6.683333
Badménil-aux-Bois;88027;48,300000;6.516667
Bult;88080;48,300000;6.6
Châtel-sur-Moselle;88094;48,300000;6.4
Nomexy;88327;48,300000;6.383333
Pallegney;88342;48,300000;6.45
Zincourt;88532;48,300000;6.433333
Frapelle;88182;48,300000;7.066667
Le Beulay;88057;48,300000;7.066667
Nayemont-les-Fosses;88320;48,300000;7.016667
Bazoilles-sur-Meuse;88044;48,300000;5.65
Bettegney-Saint-Brice;88055;48,300000;6.3
Châtenois;88095;48,300000;5.833333
Dombasle-en-Xaintois;88139;48,300000;6
Gugney-aux-Aulx;88223;48,300000;6.266667
Houécourt;88241;48,300000;5.9
Jorxey;88254;48,300000;6.233333
Mirecourt;88304;48,300000;6.133333
Thiraucourt;88469;48,300000;6.066667
Tilleux;88474;48,300000;5.733333
Villers;88507;48,300000;6.166667
Michery;89255;48,300000;3.233333
Villemanoche;89456;48,300000;3.183333
Estouches;91222;48,300000;2.133333
Bossancourt;10050;48,283333;4.6
La Loge-aux-Chèvres;10200;48,283333;4.416667
La Ville-aux-Bois;10411;48,283333;4.5
Maisons-lès-Soulaines;10219;48,283333;4.783333
Saulcy;10366;48,283333;4.833333
Fontvannes;10156;48,283333;3.866667
Saint-André-les-Vergers;10333;48,283333;4.05
Thennelières;10375;48,283333;4.183333
La Rivière-de-Corps;10321;48,283333;4.033333
Palis;10277;48,283333;3.7
Caulnes;22032;48,283333;-2.15
Langast;22100;48,283333;-2.666667
Langourla;22102;48,283333;-2.416667
Merléac;22149;48,283333;-2.9
Plessala;22191;48,283333;-2.633333
Plouguenast;22219;48,283333;-2.716667
Plussulien;22244;48,283333;-3.083333
Saint-Hervé;22300;48,283333;-2.833333
Saint-Jacut-du-Mené;22303;48,283333;-2.483333
Uzel;22384;48,283333;-2.85
Maël-Carhaix;22137;48,283333;-3.416667
Plounévez-Quintin;22229;48,283333;-3.233333
Charonville;28081;48,283333;1.3
Méréglise;28242;48,283333;1.183333
Montigny-le-Chartif;28261;48,283333;1.166667
Saint-Jean-Pierre-Fixte;28342;48,283333;0.833333
Trizay-Coutretot-Saint-Serge;28395;48,283333;0.866667
Meslay-le-Vidame;28246;48,283333;1.466667
Prasville;28304;48,283333;1.716667
Villeneuve-Saint-Nicolas;28416;48,283333;1.566667
Vitray-en-Beauce;28419;48,283333;1.416667
Camaret-sur-Mer;29022;48,283333;-4.6
Carhaix-Plouguer;29024;48,283333;-3.583333
Collorec;29036;48,283333;-3.783333
Lanvéoc;29120;48,283333;-4.466667
Lopérec;29139;48,283333;-4.05
Cardroc;35050;48,283333;-1.883333
Les Iffs;35134;48,283333;-1.866667
Miniac-sous-Bécherel;35180;48,283333;-1.933333
Saint-Pern;35307;48,283333;-1.983333
Billé;35025;48,283333;-1.25
Luitré;35163;48,283333;-1.116667
Saint-Jean-sur-Couesnon;35282;48,283333;-1.366667
Orveau-Bellesauve;45236;48,283333;2.333333
Pannecières;45246;48,283333;2.15
Thignonville;45320;48,283333;2.166667
Humberville;52245;48,283333;5.383333
La Genevroye;52214;48,283333;5.05
Manois;52306;48,283333;5.366667
Marbéville;52310;48,283333;5.016667
Mirbel;52326;48,283333;5.05
Montot-sur-Rognon;52335;48,283333;5.283333
Prez-sous-Lafauche;52407;48,283333;5.5
Vesaignes-sous-Lafauche;52517;48,283333;5.433333
Vignory;52524;48,283333;5.1
Trans;53266;48,283333;-0.316667
Grazay;53109;48,283333;-0.483333
La Bazoge-Montpinçon;53021;48,283333;-0.583333
Montenay;53155;48,283333;-0.9
Saint-Baudelle;53200;48,283333;-0.633333
Bellou-le-Trichard;61041;48,283333;0.55
La Rouge;61356;48,283333;0.716667
L'Hermitière;61204;48,283333;0.65
Pouvrai;61336;48,283333;0.516667
Saint-Germain-de-la-Coudre;61394;48,283333;0.616667
Bindernheim;67040;48,283333;7.6
Diebolsheim;67090;48,283333;7.666667
Hilsenheim;67196;48,283333;7.566667
La Vancelle;67505;48,283333;7.3
Scherwiller;67445;48,283333;7.416667
Rombach-le-Franc;68283;48,283333;7.266667
Chérancé;72078;48,283333;0.183333
Fresnay-sur-Sarthe;72138;48,283333;0.016667
Saint-Germain-sur-Sarthe;72284;48,283333;0.1
Courgains;72104;48,283333;0.283333
Moncé-en-Saosnois;72201;48,283333;0.383333
Monhoudou;72202;48,283333;0.333333
René;72251;48,283333;0.216667
Thoigné;72354;48,283333;0.25
Amponville;77003;48,283333;2.533333
Buthiers;77060;48,283333;2.433333
Diant;77158;48,283333;2.983333
Larchant;77244;48,283333;2.6
Nonville;77340;48,283333;2.783333
Thoury-Férottes;77465;48,283333;2.95
Treuzy-Levelay;77473;48,283333;2.8
Voulx;77531;48,283333;2.966667
Domèvre-sur-Durbion;88143;48,283333;6.466667
Igney;88247;48,283333;6.4
Vaxoncourt;88497;48,283333;6.416667
Combrimont;88113;48,283333;7.066667
Lesseux;88268;48,283333;7.083333
Lusse;88276;48,283333;7.1
Neuvillers-sur-Fave;88326;48,283333;7.033333
Padoux;88340;48,283333;6.566667
Pair-et-Grandrupt;88341;48,283333;7.016667
Saint-Dié;88413;48,283333;6.95
Sainte-Hélène;88418;48,283333;6.65
Ahéville;88002;48,283333;6.2
Darney-aux-Chênes;88125;48,283333;5.816667
Gemmelaincourt;88194;48,283333;5.966667
Landaville;88259;48,283333;5.75
Longchamp-sous-Châtenois;88274;48,283333;5.833333
Madegney;88280;48,283333;6.283333
Mattaincourt;88292;48,283333;6.133333
Offroicourt;88335;48,283333;6.033333
Regney;88378;48,283333;6.3
Remicourt;88382;48,283333;6.066667
Saint-Menge;88427;48,283333;5.95
Saint-Vallier;88437;48,283333;6.316667
Vaubexy;88494;48,283333;6.233333
Vroville;88525;48,283333;6.166667
Courgenay;89122;48,283333;3.55
Gisy-les-Nobles;89189;48,283333;3.25
La Chapelle-sur-Oreuse;89080;48,283333;3.3
La Postolle;89310;48,283333;3.433333
Pont-sur-Yonne;89309;48,283333;3.2
Thorigny-sur-Oreuse;89414;48,283333;3.4
Arrentières;10011;48,266667;4.75
Arsonval;10012;48,266667;4.65
Colombé-la-Fosse;10102;48,266667;4.8
Dolancourt;10126;48,266667;4.616667
Engente;10137;48,266667;4.75
Jaucourt;10176;48,266667;4.65
Montier-en-l'Isle;10250;48,266667;4.666667
Vauchonvilliers;10397;48,266667;4.533333
Bucey-en-Othe;10066;48,266667;3.866667
Courteranges;10110;48,266667;4.233333
Estissac;10142;48,266667;3.816667
Messon;10240;48,266667;3.9
Rosières-près-Troyes;10325;48,266667;4.066667
Rouilly-Saint-Loup;10329;48,266667;4.15
Ruvigny;10332;48,266667;4.183333
Saint-Julien-les-Villas;10343;48,266667;4.1
Planty;10290;48,266667;3.65
Torvilliers;10381;48,266667;3.966667
Eréac;22053;48,266667;-2.35
La Chapelle-Blanche;22036;48,266667;-2.15
Saint-Jouan-de-l'Isle;22305;48,266667;-2.166667
Saint-Gouéno;22297;48,266667;-2.583333
Le Moustoir;22157;48,266667;-3.5
Sainte-Tréphine;22331;48,266667;-3.15
Saint-Igeaux;22334;48,266667;-3.1
Argenvilliers;28010;48,266667;0.95
Frazé;28161;48,266667;1.1
La Croix-du-Perche;28119;48,266667;1.05
Souancé-au-Perche;28378;48,266667;0.866667
Vichères;28407;48,266667;0.916667
Barmainville;28025;48,266667;1.966667
Bouville;28057;48,266667;1.383333
Fresnay-l'Evêque;28164;48,266667;1.816667
Montainville;28258;48,266667;1.55
Neuvy-en-Beauce;28276;48,266667;1.883333
Rouvray-Saint-Denis;28319;48,266667;1.933333
Saint-Avit-les-Guespières;28326;48,266667;1.266667
Vieuvicq;28409;48,266667;1.216667
Voves;28422;48,266667;1.633333
Kergloff;29089;48,266667;-3.633333
Rosnoën;29240;48,266667;-4.2
Saint-Gondran;35276;48,266667;-1.833333
Saint-Médard-sur-Ille;35296;48,266667;-1.666667
La Chapelle-Chaussée;35058;48,266667;-1.85
Médréac;35171;48,266667;-2.066667
Combourtillé;35086;48,266667;-1.25
Dompierre-du-Chemin;35100;48,266667;-1.15
Parcé;35214;48,266667;-1.2
Saint-Aubin-du-Cormier;35253;48,266667;-1.4
Saint-Georges-de-Chesné;35269;48,266667;-1.283333
Andonville;45005;48,266667;2.016667
Audeville;45012;48,266667;2.233333
Autruy-sur-Juine;45015;48,266667;2.1
Coudray;45106;48,266667;2.366667
Harréville-les-Chanteurs;52237;48,266667;5.633333
Curmont;52157;48,266667;4.95
Semilly;52468;48,266667;5.466667
Signéville;52473;48,266667;5.266667
Vignes-la-Côte;52523;48,266667;5.3
Vouécourt;52547;48,266667;5.133333
Saint-Germain-de-Coulamer;53223;48,266667;-0.166667
Saint-Thomas-de-Courceriers;53256;48,266667;-0.266667
Contest;53074;48,266667;-0.65
Moulay;53162;48,266667;-0.633333
Saint-Pierre-des-Landes;53245;48,266667;-1.016667
Mâle;61246;48,266667;0.733333
Châtenois;67073;48,266667;7.4
Muttersholtz;67311;48,266667;7.533333
Sélestat;67462;48,266667;7.45
Wittisheim;67547;48,266667;7.583333
Lièpvre;68185;48,266667;7.283333
Sainte-Croix-aux-Mines;68294;48,266667;7.216667
Saint-Aubin-de-Locquenay;72266;48,266667;0.016667
Darvault;77156;48,266667;2.733333
Nemours;77333;48,266667;2.7
Rumont;77395;48,266667;2.5
Saint-Pierre-lès-Nemours;77431;48,266667;2.683333
Villemaréchal;77504;48,266667;2.866667
Bayecourt;88040;48,266667;6.483333
Girmont;88204;48,266667;6.433333
Villoncourt;88509;48,266667;6.516667
Bertrimoutier;88054;48,266667;7.05
Destord;88130;48,266667;6.616667
Fremifontaine;88184;48,266667;6.683333
Les Rouges-Eaux;88398;48,266667;6.816667
Mortagne;88315;48,266667;6.75
Nonzeville;88331;48,266667;6.633333
Raves;88375;48,266667;7.05
Bazegney;88041;48,266667;6.233333
Bazoilles-et-Ménil;88043;48,266667;6.1
Bouxières-aux-Bois;88069;48,266667;6.316667
Derbamont;88129;48,266667;6.266667
Dombrot-sur-Vair;88141;48,266667;5.883333
Estrennes;88164;48,266667;6.05
Hymont;88246;48,266667;6.15
Jainvillotte;88249;48,266667;5.7
Lemmecourt;88265;48,266667;5.733333
Ollainville;88336;48,266667;5.8
Pompierre;88352;48,266667;5.666667
Sandaucourt;88440;48,266667;5.85
Velotte-et-Tatignécourt;88499;48,266667;6.166667
Viviers-lès-Offroicourt;88518;48,266667;6.016667
Evry;89162;48,266667;3.25
Villeperrot;89465;48,266667;3.233333
Villethierry;89467;48,266667;3.066667
Ailleville;10002;48,250000;4.683333
Argançon;10008;48,250000;4.6
Colombé-le-Sec;10103;48,250000;4.8
Magny-Fouchard;10215;48,250000;4.533333
Maison-des-Champs;10217;48,250000;4.566667
Bréviandes;10060;48,250000;4.1
Lusigny-sur-Barse;10209;48,250000;4.266667
Mesnil-Saint-Père;10238;48,250000;4.333333
Montaulin;10245;48,250000;4.2
Prugny;10307;48,250000;3.95
Saint-Germain;10340;48,250000;4.033333
Villemaur-sur-Vanne;10415;48,250000;3.733333
Lanrelas;22114;48,250000;-2.3
Plumaugat;22240;48,250000;-2.25
Grâce-Uzel;22068;48,250000;-2.8
Mérillac;22148;48,250000;-2.4
Saint-Gilles-du-Mené;22292;48,250000;-2.55
Saint-Mayeux;22316;48,250000;-3
Plouguernével;22220;48,250000;-3.25
Beaumont-les-Autels;28031;48,250000;0.95
Miermaigne;28252;48,250000;0.983333
Mottereau;28272;48,250000;1.183333
Rouvray-Saint-Florentin;28320;48,250000;1.566667
Saumeray;28370;48,250000;1.316667
Ymonville;28426;48,250000;1.75
Argol;29001;48,250000;-4.316667
Crozon;29042;48,250000;-4.483333
Le Cloître-Pleyben;29033;48,250000;-3.883333
Plonévez-du-Faou;29175;48,250000;-3.833333
Trégarvan;29289;48,250000;-4.216667
Langouet;35146;48,250000;-1.816667
Montreuil-le-Gast;35193;48,250000;-1.716667
Saint-Aubin-d'Aubigné;35251;48,250000;-1.6
Saint-Germain-sur-Ille;35274;48,250000;-1.666667
Vignoc;35356;48,250000;-1.783333
Irodouër;35135;48,250000;-1.95
Landujan;35143;48,250000;-2
Langan;35144;48,250000;-1.85
Quédillac;35234;48,250000;-2.15
Montreuil-des-Landes;35192;48,250000;-1.216667
Chasné-sur-Illet;35067;48,250000;-1.566667
Ercé-près-Liffré;35107;48,250000;-1.5
Gosné;35121;48,250000;-1.466667
Augerville-la-Rivière;45013;48,250000;2.433333
Boisseaux;45037;48,250000;1.983333
Intville-la-Guétard;45170;48,250000;2.216667
Morville-en-Beauce;45217;48,250000;2.166667
Rimaucourt;52423;48,250000;5.333333
Soncourt-sur-Marne;52480;48,250000;5.116667
Bais;53016;48,250000;-0.366667
Hambers;53113;48,250000;-0.416667
Jublains;53122;48,250000;-0.5
Belgeard;53028;48,250000;-0.55
Placé;53179;48,250000;-0.783333
Kintzheim;67239;48,250000;7.4
Sundhouse;67486;48,250000;7.6
Sainte-Marie-aux-Mines;68298;48,250000;7.183333
Doucelles;72120;48,250000;0.166667
Juillé;72152;48,250000;0.116667
Montreuil-le-Chétif;72209;48,250000;-0.033333
Mont-Saint-Jean;72211;48,250000;-0.1
Piacé;72235;48,250000;0.116667
Dangeul;72112;48,250000;0.25
Marolles-les-Braults;72189;48,250000;0.316667
Nauvay;72214;48,250000;0.4
Peray;72233;48,250000;0.366667
Blennes;77035;48,250000;3.016667
Boulancourt;77046;48,250000;2.433333
Chevrainvilliers;77112;48,250000;2.616667
Chevry-en-Sereine;77115;48,250000;2.95
Fromont;77198;48,250000;2.5
Guercheville;77220;48,250000;2.55
Nanteau-sur-Lunain;77329;48,250000;2.816667
Dignonville;88133;48,250000;6.5
Mazeley;88294;48,250000;6.333333
Oncourt;88337;48,250000;6.366667
Sercoeur;88454;48,250000;6.533333
Thaon-les-Vosges;88465;48,250000;6.416667
Ban-de-Laveline;88032;48,250000;7.066667
Coinches;88111;48,250000;7.033333
Dompierre;88152;48,250000;6.566667
Gemaingoutte;88193;48,250000;7.083333
Girecourt-sur-Durbion;88203;48,250000;6.6
Gugnécourt;88222;48,250000;6.616667
Taintrux;88463;48,250000;6.9
Wisembach;88526;48,250000;7.116667
Aulnois;88017;48,250000;5.783333
Beaufremont;88045;48,250000;5.75
Belmont-sur-Vair;88051;48,250000;5.9
Bouzemont;88071;48,250000;6.233333
Circourt;88103;48,250000;6.283333
Domèvre-sous-Montfort;88144;48,250000;6.066667
Domjulien;88146;48,250000;6
Maroncourt;88288;48,250000;6.15
Parey-sous-Montfort;88343;48,250000;5.95
Racécourt;88365;48,250000;6.183333
Rozerotte;88403;48,250000;6.083333
Saint-Remimont;88434;48,250000;5.9
Sartes;88443;48,250000;5.683333
Valleroy-aux-Saules;88489;48,250000;6.15
Cuy;89136;48,250000;3.266667
Lailly;89214;48,250000;3.533333
Saint-Sérotin;89369;48,250000;3.166667
Soucy;89399;48,250000;3.316667
Villenavotte;89458;48,250000;3.233333
Voisines;89483;48,250000;3.383333
Bar-sur-Aube;10033;48,233333;4.716667
Champ-sur-Barse;10078;48,233333;4.4
Fravaux;10160;48,233333;4.633333
La Villeneuve-au-Chêne;10423;48,233333;4.383333
Proverville;10306;48,233333;4.7
Rouvres-les-Vignes;10330;48,233333;4.816667
Spoy;10374;48,233333;4.616667
Vendeuvre-sur-Barse;10401;48,233333;4.466667
Voigny;10440;48,233333;4.766667
Buchères;10067;48,233333;4.116667
Laines-aux-Bois;10186;48,233333;3.983333
Paisy-Cosdon;10276;48,233333;3.716667
Saint-Benoist-sur-Vanne;10335;48,233333;3.666667
Saint-Léger-près-Troyes;10344;48,233333;4.083333
Saint-Pouange;10360;48,233333;4.033333
Vulaines;10444;48,233333;3.616667
La Motte;22155;48,233333;-2.75
Le Quillio;22260;48,233333;-2.883333
Saint-Launeuc;22309;48,233333;-2.383333
Saint-Thélo;22330;48,233333;-2.85
Saint-Vran;22333;48,233333;-2.433333
Laniscat;22107;48,233333;-3.116667
Paule;22163;48,233333;-3.45
Rostrenen;22266;48,233333;-3.316667
Saint-Gelven;22290;48,233333;-3.1
Coudray-au-Perche;28111;48,233333;0.866667
Les Etilleux;28144;48,233333;0.816667
Luigny;28219;48,233333;1.033333
Alluyes;28005;48,233333;1.366667
Bullou;28066;48,233333;1.25
Le Gault-Saint-Denis;28176;48,233333;1.483333
Oinville-Saint-Liphard;28284;48,233333;1.916667
Trancrainville;28392;48,233333;1.866667
Villars;28411;48,233333;1.55
Villeau;28412;48,233333;1.6
Cléden-Poher;29029;48,233333;-3.666667
Landeleau;29102;48,233333;-3.733333
Pleyben;29162;48,233333;-3.966667
Saint-Ségal;29263;48,233333;-4.066667
Telgruc-sur-Mer;29280;48,233333;-4.35
Mouazé;35197;48,233333;-1.6
Saint-M'Hervon;35301;48,233333;-2.05
Mecé;35170;48,233333;-1.3
Saint-Christophe-des-Bois;35260;48,233333;-1.25
Briarres-sur-Essonne;45054;48,233333;2.416667
Charmont-en-Beauce;45080;48,233333;2.1
Desmont;45124;48,233333;2.5
Dimancheville;45125;48,233333;2.433333
Engenville;45133;48,233333;2.25
Erceville;45135;48,233333;2.033333
Labrosse;45057;48,233333;2.383333
Manchecourt;45192;48,233333;2.333333
Orville;45237;48,233333;2.433333
Sommerécourt;52476;48,233333;5.666667
Chalvraines;52095;48,233333;5.483333
Lamothe-en-Blaisy;52262;48,233333;4.95
Viéville;52522;48,233333;5.133333
Vraincourt;52548;48,233333;5.116667
Izé;53120;48,233333;-0.316667
Alexain;53002;48,233333;-0.766667
Chailland;53048;48,233333;-0.866667
Commer;53072;48,233333;-0.616667
Juvigné;53123;48,233333;-1.033333
Saint-Hilaire-du-Maine;53226;48,233333;-0.933333
Baldenheim;67019;48,233333;7.533333
Mussig;67310;48,233333;7.516667
Orschwiller;67362;48,233333;7.383333
Saasenheim;67422;48,233333;7.616667
Schoenau;67453;48,233333;7.65
Schwobsheim;67461;48,233333;7.566667
Rodern;68280;48,233333;7.35
Saint-Hippolyte;68296;48,233333;7.366667
Thannenkirch;68335;48,233333;7.3
Moitron-sur-Sarthe;72199;48,233333;0.033333
Saint-Christophe-du-Jambet;72273;48,233333;0.033333
Vivoin;72380;48,233333;0.166667
Avezé;72020;48,233333;0.683333
Courcival;72102;48,233333;0.4
Dissé-sous-Ballon;72116;48,233333;0.3
Meurcé;72194;48,233333;0.2
Nogent-le-Bernard;72220;48,233333;0.483333
Nouans;72222;48,233333;0.216667
Préval;72245;48,233333;0.616667
Bagneaux-sur-Loing;77016;48,233333;2.7
Burcy;77056;48,233333;2.516667
Châtenoy;77102;48,233333;2.633333
Faÿ-lès-Nemours;77178;48,233333;2.666667
Garentreville;77200;48,233333;2.55
Ormesson;77348;48,233333;2.65
Paley;77353;48,233333;2.85
Chavelot;88099;48,233333;6.433333
Gigney;88200;48,233333;6.333333
Vaudéville;88495;48,233333;6.55
Brouvelieures;88076;48,233333;6.733333
Domfaing;88145;48,233333;6.75
Entre-deux-Eaux;88159;48,233333;7
Grandvillers;88216;48,233333;6.683333
Saulcy-sur-Meurthe;88445;48,233333;6.966667
Viménil;88512;48,233333;6.633333
Auzainvilliers;88022;48,233333;5.85
Gendreville;88195;48,233333;5.716667
Hagécourt;88226;48,233333;6.15
Madecourt;88279;48,233333;6.116667
Morville;88316;48,233333;5.8
Remoncourt;88385;48,233333;6.05
They-sous-Montfort;88466;48,233333;5.983333
Bagneaux;89027;48,233333;3.583333
Brannay;89054;48,233333;3.116667
Les Clérimois;89111;48,233333;3.433333
Lixy;89229;48,233333;3.1
Molinons;89261;48,233333;3.533333
Saint-Denis;89342;48,233333;3.266667
Vallery;89428;48,233333;3.05
Villeneuve-l'Archevêque;89461;48,233333;3.55
Ceton;61079;48,225000;0.75
Nailly;89274;48,225000;3.225
Fontaine;10150;48,216667;4.716667
Lignol-le-Château;10197;48,216667;4.816667
Montmartin-le-Haut;10252;48,216667;4.55
Puits-et-Nuisement;10310;48,216667;4.5
Aix-en-Othe;10003;48,216667;3.733333
Bercenay-en-Othe;10037;48,216667;3.883333
Briel-sur-Barse;10062;48,216667;4.35
Chennegy;10096;48,216667;3.85
Isle-Aumont;10173;48,216667;4.133333
Montreuil-sur-Barse;10255;48,216667;4.3
Moussey;10260;48,216667;4.1
Vauchassis;10396;48,216667;3.916667
Caurel;22033;48,216667;-3.033333
Saint-Guen;22298;48,216667;-2.933333
Trévé;22376;48,216667;-2.8
Glomel;22061;48,216667;-3.4
Gouarec;22064;48,216667;-3.183333
Plévin;22202;48,216667;-3.5
Béthonvilliers;28038;48,216667;0.916667
Brou;28061;48,216667;1.183333
Dampierre-sous-Brou;28123;48,216667;1.116667
Fains-la-Folie;28145;48,216667;1.65
Guilleville;28189;48,216667;1.816667
Montboissier;28259;48,216667;1.4
Moriers;28270;48,216667;1.433333
Pré-Saint-Martin;28306;48,216667;1.466667
Viabon;28406;48,216667;1.716667
Dinéault;29044;48,216667;-4.166667
Port-Launay;29222;48,216667;-4.066667
Saint-Hernin;29250;48,216667;-3.633333
Chevaigné;35079;48,216667;-1.633333
La Mézière;35177;48,216667;-1.75
Melesse;35173;48,216667;-1.7
Gévezé;35120;48,216667;-1.783333
La Chapelle-du-Lou;35060;48,216667;-2
Romillé;35245;48,216667;-1.9
Châtillon-en-Vendelais;35072;48,216667;-1.166667
Princé;35232;48,216667;-1.083333
Liffré;35152;48,216667;-1.5
Livré-sur-Changeon;35154;48,216667;-1.35
Saint-Sulpice-la-Forêt;35315;48,216667;-1.583333
Léouville;45181;48,216667;2.083333
Marsainvilliers;45198;48,216667;2.283333
Outarville;45240;48,216667;2.016667
Ramoulu;45260;48,216667;2.283333
Illoud;52247;48,216667;5.566667
Outremécourt;52372;48,216667;5.683333
Briaucourt;52075;48,216667;5.183333
Chantraines;52107;48,216667;5.25
Colombey-les-Deux-Eglises;52140;48,216667;4.883333
Ecot-la-Combe;52183;48,216667;5.383333
Lamancine;52260;48,216667;5.116667
Ormoy-lès-Sexfontaines;52367;48,216667;5.066667
Oudincourt;52371;48,216667;5.083333
Rochefort-sur-la-Côte;52428;48,216667;5.2
Saint-Martin-de-Connée;53239;48,216667;-0.216667
Saint-Pierre-sur-Orthe;53249;48,216667;-0.2
La Bigottière;53031;48,216667;-0.8
Saint-Germain-d'Anxure;53222;48,216667;-0.733333
Artolsheim;67011;48,216667;7.566667
Boesenbiesen;67053;48,216667;7.566667
Richtolsheim;67398;48,216667;7.6
Rorschwihr;68285;48,216667;7.366667
Beaumont-sur-Sarthe;72029;48,216667;0.133333
Dehault;72114;48,216667;0.566667
Jauzé;72148;48,216667;0.383333
La Chapelle-du-Bois;72062;48,216667;0.6
Rouperroux-le-Coquet;72259;48,216667;0.433333
Saint-Aignan;72265;48,216667;0.35
Souvigné-sur-Même;72342;48,216667;0.633333
Aufferville;77011;48,216667;2.616667
Obsonville;77342;48,216667;2.566667
Poligny;77370;48,216667;2.75
Remauville;77387;48,216667;2.816667
Vaux-sur-Lunain;77489;48,216667;2.933333
Dogneville;88136;48,216667;6.45
Domèvre-sur-Avière;88142;48,216667;6.383333
Fomerey;88174;48,216667;6.333333
Longchamp;88273;48,216667;6.516667
