groups;annee;mois;jour;code_commune;commune.x;surface_ha;type_vegetation;lieu_de_stockage;masse_tonne_matiere_seche;source;rmq;date;datemj;commune.y;lat;lon
agri_fire;2012;7;23;08294;La Moncelle;2,000;chaume;NA;NA;ouest France;NA;2012-07-23;07-23;LA MONCELLE;49,6929049378;4,996419917850000
agri_fire;2012;7;23;79299;SAINT-VARENT;1,500;champ;NA;NA;la nouvelle république;NA;2012-07-23;07-23;SAINT-VARENT;46,8927639643;-0,223311639048000
agri_fire;2012;7;23;79300;SAINTE-VERGE;0,500;chaume;NA;NA;la nouvelle république;NA;2012-07-23;07-23;SAINTE-VERGE;47,0128810811;-0,227694435042000
agri_fire;2012;7;23;32393;SAINT-MAUR;6,000;chaume;NA;NA;sud ouest;NA;2012-07-23;07-23;SAINT-MAUR;43,4855046217;0,346681853223000
agri_fire;2012;7;22;79229;La Rochénard;3,000;ble;NA;NA;la nouvelle république;NA;2012-07-22;07-22;LA ROCHENARD;46,2012204653;-0,574638181441000
agri_fire;2012;7;22;63213;Les Martres d'Artière;0,500;chaume;NA;NA;la montagne;NA;2012-07-22;07-22;LES MARTRES-D'ARTIERE;45,8298275148;3,260552811880000
agri_fire;2012;7;22;72124;Ecommoy;NA;recolte;NA;NA;le maine libre;NA;2012-07-22;07-22;ECOMMOY;47,8249669123;0,284900847455000
agri_fire;2012;7;21;53228;Saint-Jean-sur-Erve;NA;champ;NA;NA;ouest France;NA;2012-07-21;07-21;SAINT-JEAN-SUR-ERVE;48,0403224442;-0,388241319930000
agri_fire;2012;7;21;79337;LE VANNEAU-IRLEAU;0,300;culture;NA;NA;la nouvelle république;NA;2012-07-21;07-21;LE VANNEAU-IRLEAU;46,3008415129;-0,643099715141000
agri_fire;2012;7;21;41061;Cormeray;1,000;ble;NA;NA;la nouvelle république;NA;2012-07-21;07-21;CORMERAY;47,4861379273;1,403023264260000
agri_fire;2012;7;21;46207;Montredon;5,000;chaume_broussaille_pinede;NA;NA;l'indépendant;NA;2012-07-21;07-21;MONTREDON;44,6130585802;2,184670351640000
agri_fire;2012;7;19;16276;Reignac;2,000;paille;NA;NA;sud ouest;NA;2012-07-19;07-19;REIGNAC;45,4250019229;-0,174457411531000
agri_fire;2012;7;19;32459;VALENCE-SUR-BAÏSE;NA;chaume;NA;NA;sud ouest;NA;2012-07-19;07-19;VALENCE-SUR-BAISE;43,8682182718;0,363460547299000
agri_fire;2012;7;18;14379;Longvillers;12,000;champ_recote;NA;NA;ouest France;NA;2012-07-18;07-18;LONGVILLERS;49,0464617085;-0,644154381572000
agri_fire;2012;7;18;79220;Prin-Deyrançon;6,000;ble;NA;NA;la nouvelle république;NA;2012-07-18;07-18;PRIN-DEYRANCON;46,2187958758;-0,646970168525000
agri_fire;2012;7;18;41053;Choue;7,000;orge;NA;NA;la nouvelle république;NA;2012-07-18;07-18;CHOUE;47,9979943949;0,931575459430000
agri_fire;2012;7;18;37115;DESCARTES;2,000;ble;NA;NA;la nouvelle république;NA;2012-07-18;07-18;DESCARTES;46,9943964229;0,696948012849000
agri_fire;2012;7;17;33389;Saint-Ciers-sur-Gironde;0,500;champ;NA;NA;sud ouest;NA;2012-07-17;07-17;SAINT-CIERS-SUR-GIRONDE;45,2980782445;-0,648058188533000
agri_fire;2012;7;17;34084;Corneilhan;2,000;ble;NA;NA;midi libre;NA;2012-07-17;07-17;CORNEILHAN;43,4019158731;3,196469099880000
agri_fire;2012;7;17;34289;Saint-Thibéry;17,000;herbe_verger;NA;NA;midi libre;NA;2012-07-17;07-17;SAINT-THIBERY;43,3927611076;3,400809319800000
agri_fire;2012;7;17;41055;Chouzy (Chouzy-sur-Cisse);4,000;chaume;NA;NA;la nouvelle république;NA;2012-07-17;07-17;CHOUZY-SUR-CISSE;47,5244470983;1,238974004730000
agri_fire;2012;7;16;11011;Aragon;8,000;chaume;NA;NA;midi libre;NA;2012-07-16;07-16;ARAGON;43,2987665650;2,307072403150000
agri_fire;2012;7;16;11132;Fabrezan;0,300;herbe;NA;NA;midi libre;NA;2012-07-16;07-16;FABREZAN;43,1259965939;2,704953031560000
agri_fire;2012;7;15;30146;Lédignan;NA;ble;NA;NA;midi libre;NA;2012-07-15;07-15;LEDIGNAN;43,9854061148;4,108526813310000
agri_fire;2012;7;13;11076;Castelnaudary;0,200;ble_chaume;NA;NA;l'indépendant;NA;2012-07-13;07-13;CASTELNAUDARY;43,3230173159;1,960737524880000
agri_fire;2012;7;13;32013;AUCH;40,000;chaume_broussaille;NA;NA;sud ouest;NA;2012-07-13;07-13;AUCH;43,6534300414;0,575190250459000
agri_fire;2012;7;13;11225;Mas-Saintes-Puelles;NA;ble;NA;NA;l'indépendant;NA;2012-07-13;07-13;MAS-SAINTES-PUELLES;43,3140088640;1,877697522080000
agri_fire;2012;7;11;12232;Saint-Jean et Saint-Paul;0,500;orge;NA;NA;Centre presse;NA;2012-07-11;07-11;SAINT-JEAN-ET-SAINT-PAUL;43,9289280982;3,029215673320000
agri_fire;2012;7;10;79355;Vouillé;3,000;paille;NA;NA;la nouvelle république;NA;2012-07-10;07-10;VOUILLE;46,3162898992;-0,356117687455000
agri_fire;2012;7;9;60560;RULLY;NA;champ;NA;NA;le parisien;NA;2012-07-09;07-09;RULLY;49,2390399273;2,724889977500000
agri_fire;2012;7;9;30179;Montfrin;1,500;chaume;NA;NA;midi libre;NA;2012-07-09;07-09;MONTFRIN;43,8750973783;4,591823070780000
agri_fire;2012;7;7;12162;Moyrazès;0,150;cereale;NA;NA;Centre presse;NA;2012-07-07;07-07;MOYRAZES;44,3275804769;2,427367168910000
agri_fire;2012;7;3;32061;Boulaur;0,250;chaume;NA;NA;sud ouest;NA;2012-07-03;07-03;BOULAUR;43,5509971710;0,765003194409000
agri_fire;2012;7;2;72154;La Flèche;0,050;chaume;NA;NA;le maine libre;NA;2012-07-02;07-02;LA FLECHE;47,6893893794;-0,064695484971400
agri_fire;2012;7;1;17075;CABARIOT;2,000;champ;NA;NA;sud ouest;NA;2012-07-01;07-01;CABARIOT;45,9278243256;-0,849803658691000
agri_fire;2012;7;1;32371;SAINT-CRÉAC;2,000;chaume;NA;NA;sud ouest;65386;2012-07-01;07-01;SAINT-CREAC;43,9169566519;0,793230130965000
agri_fire;2012;7;30;86264;Sommières-du-Clain;1,000;orge;NA;NA;la nouvelle république;NA;2012-07-30;07-30;SOSSAIS;46,8680162271;0,376612627370000
agri_fire;2012;6;27;17271;PAILLÉ;7,000;ble;NA;NA;sud ouest;NA;2012-06-27;06-27;PAILLE;45,9859836336;-0,389188708060000
agri_fire;2012;6;25;30220;Saint-Laurent-d'Aigouze;1,000;ble;NA;NA;midi libre;NA;2012-06-25;06-25;ROQUEDUR;43,9784209094;3,662720214660000
agri_fire;2012;6;25;47305;TAYRAC;7,000;ble;NA;NA;sud ouest;NA;2012-06-25;06-25;TAYRAC;44,2060027013;0,836072075558000
agri_fire;2012;6;4;11203;LEZIGNAN-CORBIERES;2,500;champ_broussaille;NA;NA;l'indépendant;NA;2012-06-04;06-04;LEZIGNAN-CORBIERES;43,2036730565;2,762150287320000
agri_fire;2012;5;17;11099;Conques-sur-Orbiel;0,150;champ;NA;NA;midi libre;NA;2012-05-17;05-17;CONQUES-SUR-ORBIEL;43,2842108379;2,384457204670000
agri_fire;2012;2;9;89274;Nailly;0,150;herbe_seche;NA;NA;l'yonne républicaine;NA;2012-02-09;02-09;NEUILLY;47,9169484409;3,438302627590000
agri_fire;2011;12;30;56137;Monterblanc;NA;fourrage;hangar;NA;ouest France;matériel agricole;2011-12-30;12-30;MONTERBLANC;47,7315728601;-2,696472574410000
agri_fire;2012;1;8;49294;Saint-Lambert-la-Potherie;NA;fourrage;hangar;40,0;ouest France;NA;2012-01-08;01-08;SAINT-LAMBERT-LA-POTHERIE;47,4862725971;-0,690818663562000
agri_fire;2012;1;8;16400;Verteuil;NA;foin;hangar;10,0;la charente libre;NA;2012-01-08;01-08;VERTEUIL-SUR-CHARENTE;45,9780560567;0,226069473062000
agri_fire;2012;1;13;53255;Sainte-Suzanne;NA;paille_foin;hangar;50,0;ouest France;matériel agricole;2012-01-13;01-13;SAINTE-SUZANNE;48,1028813013;-0,354680320285000
agri_fire;2012;1;20;01433;Vernoux;NA;paille;hangar;66,0;le progrès;matériel agricole;2012-01-20;01-20;VERNOUX;46,4848229774;5,105904131210000
agri_fire;2012;1;23;34123;Juvignac;NA;fourrage;hangar;3,6;midi libre;NA;2012-01-23;01-23;JUVIGNAC;43,6237646402;3,795793751820000
agri_fire;2012;1;29;56190;Réguiny;NA;fourrage;hangar;15,0;ouest France;NA;2012-01-29;01-29;REGUINY;47,9858944462;-2,771897670950000
agri_fire;2012;2;3;61505;Villedieu-lès-Bailleul;NA;fourrage;hangar;150,0;ouest France;NA;2012-02-03;02-03;VILLEDIEU-LES-BAILLEUL;48,7995766824;0,018031217498900
agri_fire;2012;2;5;24451;Saint-Martial-de-Valette;NA;foin;hangar;30,0;La dordogne libre;matériel agricole;2012-02-05;02-05;SAINT-MARTIAL-DE-VALETTE;45,5124949186;0,633563294913000
agri_fire;2012;2;8;47170;MONBAHUS;NA;paille;hangar;NA;sud ouest;NA;2012-02-08;02-08;MONBAHUS;44,5387781694;0,525350023126000
agri_fire;2012;2;10;14671;Sept-Frères;NA;NA;hangar;NA;ouest France;NA;2012-02-10;02-10;SEPT-FRERES;48,8642009505;-1,040202632220000
agri_fire;2012;2;13;29250;Saint-Hernin;NA;paille;hangar;90,0;ouest France;NA;2012-02-13;02-13;SAINT-HERNIN;48,2085491476;-3,610836165240000
agri_fire;2012;2;14;62009;Adinfer;NA;paille;hangar;300,0;la voix du nord;NA;2012-02-14;02-14;ADINFER;50,1937061733;2,706129504320000
agri_fire;2012;2;18;35127;Guignen;NA;fourrage;hangar;NA;ouest France;matériel agricole;2012-02-18;02-18;GUIGNEN;47,9235807621;-1,861975865700000
agri_fire;2012;2;20;82088;LAGUePIE;NA;foin_paille;hangar;9,0;sud ouest;NA;2012-02-20;02-20;LAGUEPIE;44,1633042090;1,958426351860000
agri_fire;2012;2;26;66133;PALAU-DEL-VIDRE;NA;foin;hangar;NA;l'indépendant;matériel agricole;2012-02-26;02-26;PALAU-DEL-VIDRE;42,5687032771;2,958098908170000
agri_fire;2012;2;26;47004;AIGUILLON;NA;NA;hangar;NA;sud ouest;NA;2012-02-26;02-26;AIGUILLON;44,3012876866;0,358229103443000
agri_fire;2012;2;28;44138;Puceul;NA;paille;hangar;10,0;presse océan;NA;2012-02-28;02-28;PUCEUL;47,5188688924;-1,619663994740000
agri_fire;2012;3;1;79150;LIMALONGES;NA;foin;hangar;NA;la nouvelle république;NA;2012-03-01;03-01;LIMALONGES;46,1367085273;0,173652821566000
agri_fire;2012;3;9;53002;Alexain;NA;paille;hangar;NA;ouest France;NA;2012-03-09;03-09;ALEXAIN;48,2320714529;-0,735727853569000
agri_fire;2012;3;9;35233;Québriac;NA;fourrage;hangar;50,0;ouest France;NA;2012-03-09;03-09;QUEBRIAC;48,3560951211;-1,812587426930000
agri_fire;2012;3;9;35017;La Baussaine;NA;paille;hangar;NA;ouest France;1200 canetons;2012-03-09;03-09;LA BAUSSAINE;48,3125973519;-1,896905181910000
agri_fire;2012;3;15;01245;Bohas-Meyriat-Rignat;NA;foin;hangar;25,0;le progrès;matériel agricole;2012-03-15;03-15;BOHAS-MEYRIAT-RIGNAT;46,1427060662;5,378010964600000
agri_fire;2012;3;14;50350;Montpinchon;NA;fourrage_paille;hangar;NA;ouest France;NA;2012-03-14;03-14;MONTPINCHON;49,0263320805;-1,320271752680000
agri_fire;2012;3;22;61230;Longny les Villages (Marchainville);NA;paille;hangar;NA;ouest France;NA;2012-03-22;03-22;LONGNY-AU-PERCHE;48,5293923919;0,757893185933000
agri_fire;2012;3;24;62146;Boiry-Saint-Martin;NA;paille;hangar;NA;la voix du nord;NA;2012-03-24;03-24;BOIRY-SAINT-MARTIN;50,1926802634;2,759136088820000
agri_fire;2012;3;26;53094;Entrammes;NA;fourrage;hangar;60,0;ouest France;NA;2012-03-26;03-26;ENTRAMMES;47,9934210518;-0,715102434492000
agri_fire;2012;3;25;62753;Saint-Laurent-Blangy;NA;foin_paille;hangar;420,0;la voix du nord;matériel agricole;2012-03-25;03-25;SAINT-LAURENT-BLANGY;50,3076122259;2,811230495910000
agri_fire;2012;3;28;89441;Vermenton;NA;fourrage;hangar;NA;l'yonne républicaine;matériel agricole;2012-03-28;03-28;VERNOY;48,0940567499;3,126103016580000
agri_fire;2012;3;29;48039;Chanac;NA;fourrage;hangar;72,0;midi libre;matériel agricole;2012-03-29;03-29;CHANAC;44,4502200567;3,344579776470000
agri_fire;2012;4;6;30328;Théziers;NA;NA;hangar;NA;midi libre;NA;2012-04-06;04-06;THEZIERS;43,9037474433;4,626078957200000
agri_fire;2012;4;11;56032;Campénéac;NA;fourrage;hangar;NA;ouest France;NA;2012-04-11;04-11;CAMPENEAC;47,9624394370;-2,277576994520000
agri_fire;2012;4;19;22203;Plœuc-L'Hermitage (Ploeuc-sur-Lié);NA;foin_paille;hangar;NA;ouest France;matériel agricole;2012-04-19;04-19;PLOEUC-SUR-LIE;48,3440952237;-2,766497028960000
agri_fire;2012;4;22;60282;Gouvieux;NA;paille;hangar;18,0;le parisien;matériel agricole;2012-04-22;04-22;GOUVIEUX;49,1895816267;2,420263249890000
agri_fire;2012;4;22;35127;Guignen;NA;foin;hangar;9,0;ouest France;matériel agricole;2012-04-22;04-22;GUIGNEN;47,9235807621;-1,861975865700000
agri_fire;2012;4;21;56070;Guégon;NA;paille;hangar;NA;ouest France;matériel agricole;2012-04-21;04-21;GUEGON;47,9255876007;-2,586382096950000
agri_fire;2012;4;26;18216;Saint-Hilaire-en-Lignières;NA;paille_foin;hangar;120,0;le berry républicain;engrais;2012-04-26;04-26;SAINT-HILAIRE-EN-LIGNIERES;46,7380344095;2,130225899210000
agri_fire;2012;4;29;54447;Réclonville;NA;fourrage;hangar;60,0;l'est républicain;NA;2012-04-29;04-29;RECLONVILLE;48,5374774650;6,729469786510000
agri_fire;2012;5;3;32054;BIRAN;NA;paille;hangar;NA;sud ouest;bétail;2012-05-03;05-03;BIRAN;43,6946727542;0,404239086653000
agri_fire;2012;5;6;62158;Boubers;NA;lin;hangar;NA;la voix du nord;NA;2012-05-06;05-06;BOUBERS-SUR-CANCHE;50,2910196847;2,236634893000000
agri_fire;2012;5;12;47023;BEAUGAS;NA;paille;hangar;60,0;sud ouest;matériel agricole;2012-05-12;05-12;BEAUGAS;44,5114048641;0,623448360268000
agri_fire;2012;5;16;29176;Plonévez-Porzay;NA;fourrage;hangar;NA;ouest France;matériel agricole;2012-05-16;05-16;PLONEVEZ-PORZAY;48,1272296746;-4,239276066070000
agri_fire;2012;5;17;29005;Baye;NA;paille;hangar;NA;ouest France;voiture;2012-05-17;05-17;BAYE;47,8554611987;-3,612737057220000
agri_fire;2012;5;19;22093;Lamballe-Armor (Meslin);NA;fourrage;hangar;NA;ouest France;engrais;2012-05-19;05-19;LAMBALLE;48,4684404751;-2,495348159540000
agri_fire;2012;5;19;56025;Brignac;NA;paille;hangar;150,0;ouest France;NA;2012-05-19;05-19;BRIGNAC;48,1120379683;-2,395110053380000
agri_fire;2012;5;23;62437;Herly;NA;paille_foin;hangar;NA;la voix du nord;matériel agricole, bétail;2012-05-23;05-23;HERLY;50,5415450848;1,990104959820000
agri_fire;2012;5;25;17009;Angliers;NA;paille;hangar;NA;sud ouest;NA;2012-05-25;05-25;ANGLIERS;46,2061055614;-0,949106581868000
agri_fire;2012;5;26;35169;Maxent;NA;fourrage;hangar;NA;ouest France;matériel agricole;2012-05-26;05-26;MAXENT;47,9788328525;-2,015195960650000
agri_fire;2012;5;25;29233;Quimperlé;NA;fourrage;hangar;30,0;ouest France;NA;2012-05-25;05-25;QUIMPERLE;47,8561303355;-3,556428946550000
agri_fire;2012;6;9;14722;La Vacquerie;NA;fourrage;hangar;NA;ouest France;matériel agricole;2012-06-09;06-09;LA VACQUERIE;49,0920817430;-0,855715721102000
agri_fire;2012;6;16;85127;Longeville-sur-Mer;NA;paille_foin;hangar;111,0;ouest France;NA;2012-06-16;06-16;LUCON;46,4510564854;-1,164492850120000
agri_fire;2012;6;22;79226;LE RETAIL;NA;fourrage;hangar;35,0;la nouvelle république;matériel agricole;2012-06-22;06-22;LE RETAIL;46,5632946327;-0,434627531061000
agri_fire;2012;6;25;47255;SAINT-MARTIN- DE-BEAUVILLE;NA;paille;hangar;60,0;sud ouest;NA;2012-06-25;06-25;SAINT-MARTIN-DE-BEAUVILLE;44,2289840345;0,818300384725000
agri_fire;2012;6;27;39099;Champdivers;NA;fourrage;hangar;150,0;le progrès;NA;2012-06-27;06-27;CHAMPDIVERS;47,0078921172;5,390152958040000
agri_fire;2012;6;28;44005;Chaumes-en-Retz (Arthon-en-Retz);NA;paille_foin;hangar;54,0;ouest France;NA;2012-06-28;06-28;ARTHON-EN-RETZ;47,1592162214;-1,954125124210000
agri_fire;2012;8;3;22122;Laurenan;NA;paille;hangar;45,0;ouest France;véhicules;2012-08-03;08-03;LAURENAN;48,2149289750;-2,518446447390000
agri_fire;2012;6;29;36087;Ingrandes;NA;paille;hangar;NA;la nouvelle république;NA;2012-06-29;06-29;INGRANDES;46,5931498881;0,963558213736000
agri_fire;2012;6;30;56122;Loyat;NA;fourrage;hangar;100,0;ouest France;engrais;2012-06-30;06-30;LOYAT;47,9922231376;-2,383910822780000
agri_fire;2012;7;1;85049;Champagné-les-Marais;NA;foin;hangar;500,0;ouest France;NA;2012-07-01;07-01;LE CHAMP-SAINT-PERE;46,5157210212;-1,339466301960000
agri_fire;2012;7;8;44044;Conquereuil;NA;fourrage;hangar;100,0;presse océan;NA;2012-07-08;07-08;CONQUEREUIL;47,6488519078;-1,762228163960000
agri_fire;2012;7;9;62054;Audinghen;NA;fourrage;hangar;30,0;la voix du nord;NA;2012-07-09;07-09;AUDINGHEN;50,8517582874;1,608487202920000
agri_fire;2012;7;15;59295;Hazebrouck;NA;pomme_de_terre;hangar;400,0;la voix du nord;NA;2012-07-15;07-15;HAZEBROUCK;50,7262967113;2,538643014550000
agri_fire;2012;7;17;70538;Vellemoz;NA;foin;hangar;150,0;l'est républicain;NA;2012-07-17;07-17;VELLEMOZ;47,4766541807;5,791522338130000
agri_fire;2012;7;23;50531;Saint-Ovin;NA;paille;hangar;NA;ouest France;matériel agricole;2012-07-23;07-23;SAINT-OVIN;48,6792316921;-1,244013469180000
agri_fire;2012;7;24;49092;Chemillé-en-Anjou (La Salle-de-Vihiers);NA;foin;hangar;60,0;ouest France;NA;2012-07-24;07-24;CHEMILLE;47,2272268469;-0,730188160448000
agri_fire;2012;7;24;62648;Parenty;NA;fourrage;hangar;NA;la voix du nord;matériel agricole;2012-07-24;07-24;PARENTY;50,5942219579;1,800571784580000
agri_fire;2012;7;25;61435;Saint-Nicolas-de-Sommaire;NA;fourrage;hangar;60,0;ouest France;tracteur;2012-07-25;07-25;SAINT-NICOLAS-DE-SOMMAIRE;48,8124271962;0,597978267366000
agri_fire;2012;7;26;85047;Challans;NA;foin;hangar;20,0;ouest France;matériel agricole;2012-07-26;07-26;CHAMBRETAUD;46,9169852414;-0,974555173430000
agri_fire;2012;7;31;25299;Guillon-les-Bains;NA;fourrage;hangar;NA;l'est républicain;NA;2012-07-31;07-31;GUILLON-LES-BAINS;47,3160190122;6,394421070840000
agri_fire;2012;8;3;22122;Laurenan;NA;paille;hangar;45,0;ouest France;matériel agricole;2012-08-03;08-03;LAURENAN;48,2149289750;-2,518446447390000
agri_fire;2012;8;4;28280;Nogent-le-Rotrou;NA;foin;hangar;NA;l'écho républicain;matériel agricole;2012-08-04;08-04;NOGENT-LE-ROTROU;48,3176302432;0,804048016354000
agri_fire;2012;8;5;59068;Berlaimont;NA;foin;hangar;30,0;la voix du nord;matériel agricole;2012-08-05;08-05;BERLAIMONT;50,2057229954;3,793913065970000
agri_fire;2012;8;8;14508;Le Plessis-Grimoult;NA;paille_fourrage;hangar;NA;ouest France;matériel agricole;2012-08-08;08-08;LE PLESSIS-GRIMOULT;48,9606169985;-0,611666884099000
agri_fire;2012;8;9;24028;Beaumontois en Périgord;NA;foin;hangar;NA;sud ouest;bétail;2012-08-09;08-09;BEAUMONT-DU-PERIGORD;44,7738012580;0,754096293310000
agri_fire;2012;8;10;22013;Bourbriac;NA;paille_foin;hangar;300,0;ouest France;matériel agricole véhicule;2012-08-10;08-10;BOURBRIAC;48,4659784980;-3,199831379650000
agri_fire;2012;8;11;56079;Guillac;NA;paille;hangar;200,0;ouest France;NA;2012-08-11;08-11;GUILLAC;47,9238724593;-2,479867222230000
agri_fire;2012;8;10;48046;Chaulhac;NA;foin;hangar;200,0;midi libre;NA;2012-08-10;08-10;CHAULHAC;44,9200127514;3,265466444630000
agri_fire;2012;8;11;59439;Noyelles-sur-Sambre;NA;paille;hangar;700,0;la voix du nord;NA;2012-08-11;08-11;NOYELLES-SUR-SAMBRE;50,1616211802;3,795287104520000
agri_fire;2012;8;12;49023;Beaupréau-en-Mauges (Jallais);NA;foin;hangar;50,0;ouest France;matériel agricole;2012-08-12;08-12;BEAUPREAU;47,2125984545;-0,983619028639000
agri_fire;2012;8;13;56136;Monteneuf;NA;foin;hangar;150,0;ouest France;bois;2012-08-13;08-13;MONTENEUF;47,8782281935;-2,193140489500000
agri_fire;2012;8;15;62609;Neuville-Saint-Vaast;NA;foin;hangar;NA;la voix du nord;NA;2012-08-15;08-15;NEUVILLE-SAINT-VAAST;50,3583439881;2,754678887480000
agri_fire;2012;8;14;89464;Villeneuve-sur-Yonne;NA;paille;hangar;126,0;l'yonne républicaine;matériel agricole;2012-08-14;08-14;VILLEPERROT;48,2579952047;3,214030973780000
agri_fire;2012;8;18;62195;Calonne-sur-la-Lys;NA;paille;hangar;NA;la voix du nord;matériel agricole;2012-08-18;08-18;CALONNE-SUR-LA-LYS;50,6135521823;2,608959625020000
agri_fire;2012;8;20;18145;Menetou-Salon;NA;paille;hangar;NA;le berry républicain;NA;2012-08-20;08-20;MENETOU-SALON;47,2417321150;2,490210918160000
agri_fire;2012;8;20;22116;Lanrodec;NA;foin;hangar;NA;ouest France;matériel agricole;2012-08-20;08-20;LANRODEC;48,4997744033;-3,043239301610000
agri_fire;2012;8;22;22029;Canihuel;NA;foin;hangar;1,0;ouest France;matériel agricole;2012-08-22;08-22;CANIHUEL;48,3372803987;-3,095491350550000
agri_fire;2012;8;22;35111;Le Ferré;NA;paille_foin;hangar;170,0;ouest France;matériel agricole, bétail;2012-08-22;08-22;LE FERRE;48,4864153557;-1,294787208470000
agri_fire;2012;8;24;59144;Château-l'Abbaye;NA;paille;hangar;54,0;ouest France;matériel agricole;2012-08-24;08-24;CHATEAU-L'ABBAYE;50,4858024683;3,474149491280000
agri_fire;2012;8;26;72251;René;NA;paille;hangar;100,0;ouest France;NA;2012-08-26;08-26;RENE;48,2766544769;0,217202160114000
agri_fire;2012;8;30;45340;Villemurlin;NA;paille;hangar;400,0;la république du centre;NA;2012-08-30;08-30;VILLEMURLIN;47,6816641134;2,342636747840000
agri_fire;2012;9;1;86182;ORCHES;NA;foin;hangar;25,0;la nouvelle république;NA;2012-09-01;09-01;LES ORMES;46,9649927352;0,622269662308000
agri_fire;2012;9;1;56026;Bubry;NA;fourrage;hangar;NA;ouest France;NA;2012-09-01;09-01;BUBRY;47,9693632010;-3,175946459970000
agri_fire;2012;9;5;62712;Rivière;NA;foin;hangar;80,0;la voix du nord;NA;2012-09-05;09-05;RIVIERE;50,2320291560;2,686538038530000
agri_fire;2012;9;5;17231;Messac;NA;paille;hangar;250,0;ouest France;NA;2012-09-05;09-05;MESSAC;45,3464492913;-0,313416526888000
agri_fire;2012;9;6;62084;Barly;NA;paille;hangar;210,0;la voix du nord;matériel agricole;2012-09-06;09-06;BARLY;50,2482462373;2,538465482920000
agri_fire;2012;9;7;14228;Douvres-la-Délivrande;NA;fourrage;hangar;100,0;ouest France;NA;2012-09-07;09-07;DOUVRES-LA-DELIVRANDE;49,2895943056;-0,392328878430000
agri_fire;2012;9;8;22164;Pédernec;NA;litiere;hangar;NA;ouest France;NA;2012-09-08;09-08;PEDERNEC;48,5880169887;-3,276906202110000
agri_fire;2012;9;9;28099;Chuisnes;NA;paille;plein champ;4400,0;l'écho républicain;2 feux voisins de 2 km;2012-09-09;09-09;CHUISNES;48,4370118675;1,188898119800000
agri_fire;2012;9;9;28302;Pontgouin;NA;paille;not_mentioned;60,0;l'écho républicain;NA;2012-09-09;09-09;PONTGOUIN;48,4914581287;1,145489672140000
agri_fire;2012;9;9;22137;Maël-Carhaix;NA;paille;hangar;NA;ouest France;NA;2012-09-09;09-09;MAEL-CARHAIX;48,2882583933;-3,410554535880000
agri_fire;2012;9;8;62173;Brebières;NA;paille;hangar;360,0;la voix du nord;NA;2012-09-08;09-08;BREBIERES;50,3380926792;3,019554969400000
agri_fire;2012;9;8;70265;Germigney;NA;fourrage;hangar;NA;l'est républicain;NA;2012-09-08;09-08;GERMIGNEY;47,3703184562;5,534605438860000
agri_fire;2012;9;11;32382;Saint-Jean-Poutge;NA;foin_paille;hangar;NA;sud ouest;NA;2012-09-11;09-11;SAINT-JEAN-POUTGE;43,7345063644;0,381202830374000
agri_fire;2012;9;11;22227;Plounérin;NA;foin_paille;hangar;30,0;ouest France;NA;2012-09-11;09-11;PLOUNERIN;48,5667945613;-3,548350475870000
agri_fire;2012;9;21;43058;La Chapelle-d’Aurec;NA;foin;hangar;150,0;le progrès;matériel agricole, véhicule;2012-09-21;09-21;LA CHAPELLE-D'AUREC;45,3308947174;4,205185256000000
agri_fire;2012;9;30;28094;Chaudon;NA;paille;hangar;NA;l'écho républicain;NA;2012-09-30;09-30;CHAUDON;48,6542763925;1,493831870070000
agri_fire;2012;10;4;14276;Fontaine-le-Pin;NA;paille;hangar;500,0;ouest France;NA;2012-10-04;10-04;FONTAINE-LE-PIN;48,9751480230;-0,291372010508000
agri_fire;2012;10;16;50236;La Haye (Saint-Symphorien-le-Valois);NA;foin;hangar;50,0;ouest France;NA;2012-10-16;10-16;LA HAYE-DU-PUITS;49,2835142105;-1,539439891070000
agri_fire;2012;10;23;56074;Guénin;NA;fourrage;hangar;300,0;ouest France;matériel agricole;2012-10-23;10-23;GUENIN;47,9054538153;-2,966685457560000
agri_fire;2012;10;29;41254;Le Temple;NA;foin;hangar;125,0;la nouvelle république;NA;2012-10-29;10-29;LE TEMPLE;47,9312855723;0,933806688391000
agri_fire;2012;10;31;44173;Saint-Lumine-de-Clisson;NA;foin;hangar;NA;presse océan;engrais;2012-10-31;10-31;SAINT-LUMINE-DE-CLISSON;47,0796411393;-1,362981710940000
agri_fire;2012;11;3;61485;Ticheville;NA;fourrage;hangar;15,0;ouest France;tracteurs;2012-11-03;11-03;TICHEVILLE;48,9078218887;0,258960926416000
agri_fire;2012;11;4;63332;saint-clément-de-régnat;NA;fourrage;hangar;NA;la montagne;NA;2012-11-04;11-04;SAINT-CLEMENT-DE-REGNAT;45,9980168992;3,295229710000000
agri_fire;2012;11;4;56190;Réguiny;NA;foin_paille;hangar;20,0;ouest France;matériel agricole;2012-11-04;11-04;REGUINY;47,9858944462;-2,771897670950000
agri_fire;2012;11;6;62642;Ourton;NA;foin;hangar;30,0;la voix du nord;NA;2012-11-06;11-06;OURTON;50,4555544554;2,471328593090000
agri_fire;2012;11;13;01383;Saint-Paul-de-Varax;NA;paille;hangar;NA;le progrès;NA;2012-11-13;11-13;SAINT-PAUL-DE-VARAX;46,0956691617;5,127624702030000
agri_fire;2012;11;16;22113;LANNION;NA;foin;hangar;NA;ouest France;NA;2012-11-16;11-16;LANNION;48,7433496707;-3,461597996910000
